2021-08-28 07:35:51,292 [Worker-Main7] INFO Treasure2 | TreasureLootTableRegistry.java:121 | reading loot resource file from stream.
2021-08-28 15:28:27,532 [Worker-Main4] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -41 95 -9
2021-08-28 15:28:28,619 [Worker-Main4] INFO Treasure2 | WellGenerator.java:150 | CHEATER! Wishing Well at coords: -43 84 -249
2021-08-28 15:31:31,628 [Worker-Main4] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -473 64 -201
2021-08-28 15:32:16,606 [Worker-Main4] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! SCARCE chest at coords: -201 77 -409
2021-08-28 15:33:45,251 [Worker-Main8] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! UNCOMMON chest at coords: -169 63 119
2021-08-28 15:33:55,164 [Worker-Main4] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! RARE chest at coords: -9 186 151
2021-08-28 15:39:38,393 [Worker-Main5] INFO Treasure2 | TreasureLootTableRegistry.java:121 | reading loot resource file from stream.
2021-08-28 15:39:38,402 [Worker-Main5] INFO Treasure2 | TreasureLootTableRegistry.java:142 | master loot resources lists -> DecayResources [supportingResources=[pools/armor/common.json, pools/armor/uncommon.json, pools/armor/scarce.json, pools/armor/rare.json, pools/armor/epic.json, pools/food/common.json, pools/food/uncommon.json, pools/food/scarce.json, pools/food/rare.json, pools/food/epic.json, pools/items/common.json, pools/items/uncommon.json, pools/items/scarce.json, pools/items/rare.json, pools/items/epic.json, pools/potions/common.json, pools/potions/uncommon.json, pools/potions/scarce.json, pools/potions/rare.json, pools/potions/epic.json, pools/tools/common.json, pools/tools/uncommon.json, pools/tools/scarce.json, pools/tools/rare.json, pools/treasure/common.json, pools/treasure/uncommon.json, pools/treasure/scarce.json, pools/treasure/rare.json, pools/treasure/epic.json], chestResources=[chests/common/general_chest.json, chests/uncommon/general_chest.json, chests/scarce/general_chest.json, chests/rare/general_chest.json, chests/epic/general_chest.json], specialResources=[chests/special/black_pearl_well.json, chests/special/cauldron_chest.json, chests/special/crystal_skull_chest.json, chests/special/gold_skull_chest.json, chests/special/skull_chest.json, chests/special/white_pearl_well.json, chests/special/wither_chest.json], specialLootTableFolderLocations=[chests/special], chestLootTableFolderLocations=[chests/common, chests/uncommon, chests/scarce, chests/rare, chests/epic], supportingLootTableFolderLocatoins=null]
2021-08-28 15:39:38,423 [Worker-Main5] INFO Treasure2 | ITreasureResourceRegistry.java:32 | reading resources file from stream.
2021-08-28 15:39:38,425 [Worker-Main5] INFO Treasure2 | ITreasureResourceRegistry.java:53 | resources -> MetaResources [resources=[structures/basic1.json, structures/basic2.json, structures/basic3.json, structures/basic4.json, structures/basic5.json, structures/beached-ship1.json, structures/beached-ship2.json, structures/beached-ship3.json, structures/blacksmith1.json, structures/castle1.json, structures/cave1.json, structures/cave2.json, structures/church1.json, structures/cobb1.json, structures/crypt1.json, structures/crypt2.json, structures/crypt3.json, structures/desert-tower2.json, structures/dingy1.json, structures/fortress1.json, structures/house1.json, structures/ionic1.json, structures/iron-chamber1.json, structures/iron-chamber2.json, structures/large-tower1.json, structures/mine1.json, structures/obsidian-chamber1.json, structures/pirate-chamber1.json, structures/sunken-ship1.json, structures/sunken-ship2.json, structures/sunken-ship3.json, structures/tower1.json, structures/tower2.json, structures/tower3.json, structures/tower4.json, structures/tower5.json, structures/test-platform.json, structures/underwater-ruins1.json, structures/underwater-ruins2.json, structures/underwater-ruins3.json, structures/wither-chamber1.json, structures/canopy-wishing-well1.json, structures/desert-wishing-well1.json, structures/desert-wishing-well2.json, structures/simple-well1.json, structures/wood-draw-wishing-well1.json], resourceFolderLocations=[chests, structures]]
2021-08-28 15:39:38,441 [Worker-Main5] INFO Treasure2 | ITreasureResourceRegistry.java:32 | reading resources file from stream.
2021-08-28 15:39:38,442 [Worker-Main5] INFO Treasure2 | ITreasureResourceRegistry.java:53 | resources -> TemplateResources [resources=[submerged/dingy1.nbt, submerged/sunken-ship1.nbt, submerged/sunken-ship2.nbt, submerged/sunken-ship3.nbt, submerged/underwater-ruins1.nbt, submerged/underwater-ruins2.nbt, submerged/underwater-ruins3.nbt, subterranean/basic1.nbt, subterranean/basic2.nbt, subterranean/basic3.nbt, subterranean/basic4.nbt, subterranean/basic5.nbt, subterranean/cave1.nbt, subterranean/cave2.nbt, subterranean/cobb1.nbt, subterranean/crypt1.nbt, subterranean/ionic1.nbt, subterranean/iron-chamber1.nbt, subterranean/iron-chamber2.nbt, subterranean/mine1.nbt, subterranean/obsidian-chamber1.nbt, subterranean/pirate-chamber1.nbt, subterranean/pirate-chamber2.nbt, subterranean/wither-chamber1.nbt, surface/beached-ship1.nbt, surface/beached-ship2.nbt, surface/beached-ship3.nbt, surface/blacksmith1.nbt, surface/castle1.nbt, surface/church1.nbt, surface/crypt2.nbt, surface/crypt3.nbt, surface/desert-tower2.nbt, surface/fortress1.nbt, surface/house1.nbt, surface/large-tower1.nbt, surface/tower1.nbt, surface/tower2.nbt, surface/tower3.nbt, surface/tower4.nbt, surface/tower5.nbt, surface/test-platform.nbt, wells/canopy-wishing-well1.nbt, wells/desert-wishing-well1.nbt, wells/desert-wishing-well2.nbt, wells/simple-well1.nbt, wells/wood-draw-wishing-well1.nbt], resourceFolderLocations=[submerged, subterranean, surface, wells]]
2021-08-28 15:39:38,460 [Worker-Main5] INFO Treasure2 | ITreasureResourceRegistry.java:32 | reading resources file from stream.
2021-08-28 15:39:38,461 [Worker-Main5] INFO Treasure2 | ITreasureResourceRegistry.java:53 | resources -> DecayResources [resources=[aged_ruleset.json, default_ruleset.json, ruinous_ruleset.json], resourceFolderLocations=[]]
2021-08-28 15:39:44,068 [Worker-Main7] INFO Treasure2 | Treasure.java:96 | in client setup event
2021-08-28 16:14:58,167 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:overworld
2021-08-28 16:14:59,229 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:the_nether
2021-08-28 16:14:59,253 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:the_end
2021-08-28 16:14:59,261 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension atum:atum
2021-08-28 16:14:59,270 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension wrd:the_deeper_depths
2021-08-28 16:14:59,280 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension mythicbotany:alfheim
2021-08-28 16:14:59,289 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension undergarden:undergarden
2021-08-28 16:29:13,815 [Worker-Main4] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -313 71 183
2021-08-28 16:38:30,919 [Worker-Main6] INFO Treasure2 | TreasureLootTableRegistry.java:121 | reading loot resource file from stream.
2021-08-28 16:38:30,937 [Worker-Main6] INFO Treasure2 | TreasureLootTableRegistry.java:142 | master loot resources lists -> DecayResources [supportingResources=[pools/armor/common.json, pools/armor/uncommon.json, pools/armor/scarce.json, pools/armor/rare.json, pools/armor/epic.json, pools/food/common.json, pools/food/uncommon.json, pools/food/scarce.json, pools/food/rare.json, pools/food/epic.json, pools/items/common.json, pools/items/uncommon.json, pools/items/scarce.json, pools/items/rare.json, pools/items/epic.json, pools/potions/common.json, pools/potions/uncommon.json, pools/potions/scarce.json, pools/potions/rare.json, pools/potions/epic.json, pools/tools/common.json, pools/tools/uncommon.json, pools/tools/scarce.json, pools/tools/rare.json, pools/treasure/common.json, pools/treasure/uncommon.json, pools/treasure/scarce.json, pools/treasure/rare.json, pools/treasure/epic.json], chestResources=[chests/common/general_chest.json, chests/uncommon/general_chest.json, chests/scarce/general_chest.json, chests/rare/general_chest.json, chests/epic/general_chest.json], specialResources=[chests/special/black_pearl_well.json, chests/special/cauldron_chest.json, chests/special/crystal_skull_chest.json, chests/special/gold_skull_chest.json, chests/special/skull_chest.json, chests/special/white_pearl_well.json, chests/special/wither_chest.json], specialLootTableFolderLocations=[chests/special], chestLootTableFolderLocations=[chests/common, chests/uncommon, chests/scarce, chests/rare, chests/epic], supportingLootTableFolderLocatoins=null]
2021-08-28 16:38:30,954 [Worker-Main6] INFO Treasure2 | ITreasureResourceRegistry.java:32 | reading resources file from stream.
2021-08-28 16:38:30,956 [Worker-Main6] INFO Treasure2 | ITreasureResourceRegistry.java:53 | resources -> MetaResources [resources=[structures/basic1.json, structures/basic2.json, structures/basic3.json, structures/basic4.json, structures/basic5.json, structures/beached-ship1.json, structures/beached-ship2.json, structures/beached-ship3.json, structures/blacksmith1.json, structures/castle1.json, structures/cave1.json, structures/cave2.json, structures/church1.json, structures/cobb1.json, structures/crypt1.json, structures/crypt2.json, structures/crypt3.json, structures/desert-tower2.json, structures/dingy1.json, structures/fortress1.json, structures/house1.json, structures/ionic1.json, structures/iron-chamber1.json, structures/iron-chamber2.json, structures/large-tower1.json, structures/mine1.json, structures/obsidian-chamber1.json, structures/pirate-chamber1.json, structures/sunken-ship1.json, structures/sunken-ship2.json, structures/sunken-ship3.json, structures/tower1.json, structures/tower2.json, structures/tower3.json, structures/tower4.json, structures/tower5.json, structures/test-platform.json, structures/underwater-ruins1.json, structures/underwater-ruins2.json, structures/underwater-ruins3.json, structures/wither-chamber1.json, structures/canopy-wishing-well1.json, structures/desert-wishing-well1.json, structures/desert-wishing-well2.json, structures/simple-well1.json, structures/wood-draw-wishing-well1.json], resourceFolderLocations=[chests, structures]]
2021-08-28 16:38:30,971 [Worker-Main6] INFO Treasure2 | ITreasureResourceRegistry.java:32 | reading resources file from stream.
2021-08-28 16:38:30,973 [Worker-Main6] INFO Treasure2 | ITreasureResourceRegistry.java:53 | resources -> TemplateResources [resources=[submerged/dingy1.nbt, submerged/sunken-ship1.nbt, submerged/sunken-ship2.nbt, submerged/sunken-ship3.nbt, submerged/underwater-ruins1.nbt, submerged/underwater-ruins2.nbt, submerged/underwater-ruins3.nbt, subterranean/basic1.nbt, subterranean/basic2.nbt, subterranean/basic3.nbt, subterranean/basic4.nbt, subterranean/basic5.nbt, subterranean/cave1.nbt, subterranean/cave2.nbt, subterranean/cobb1.nbt, subterranean/crypt1.nbt, subterranean/ionic1.nbt, subterranean/iron-chamber1.nbt, subterranean/iron-chamber2.nbt, subterranean/mine1.nbt, subterranean/obsidian-chamber1.nbt, subterranean/pirate-chamber1.nbt, subterranean/pirate-chamber2.nbt, subterranean/wither-chamber1.nbt, surface/beached-ship1.nbt, surface/beached-ship2.nbt, surface/beached-ship3.nbt, surface/blacksmith1.nbt, surface/castle1.nbt, surface/church1.nbt, surface/crypt2.nbt, surface/crypt3.nbt, surface/desert-tower2.nbt, surface/fortress1.nbt, surface/house1.nbt, surface/large-tower1.nbt, surface/tower1.nbt, surface/tower2.nbt, surface/tower3.nbt, surface/tower4.nbt, surface/tower5.nbt, surface/test-platform.nbt, wells/canopy-wishing-well1.nbt, wells/desert-wishing-well1.nbt, wells/desert-wishing-well2.nbt, wells/simple-well1.nbt, wells/wood-draw-wishing-well1.nbt], resourceFolderLocations=[submerged, subterranean, surface, wells]]
2021-08-28 16:38:30,999 [Worker-Main6] INFO Treasure2 | ITreasureResourceRegistry.java:32 | reading resources file from stream.
2021-08-28 16:38:31,000 [Worker-Main6] INFO Treasure2 | ITreasureResourceRegistry.java:53 | resources -> DecayResources [resources=[aged_ruleset.json, default_ruleset.json, ruinous_ruleset.json], resourceFolderLocations=[]]
2021-08-28 16:38:34,188 [Worker-Main7] INFO Treasure2 | Treasure.java:96 | in client setup event
2021-08-28 16:41:05,247 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:overworld
2021-08-28 16:41:05,870 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:the_nether
2021-08-28 16:41:05,902 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:the_end
2021-08-28 16:41:05,910 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension mythicbotany:alfheim
2021-08-28 16:41:05,919 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension atum:atum
2021-08-28 16:41:05,927 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension wrd:the_deeper_depths
2021-08-28 16:41:05,934 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension undergarden:undergarden
2021-08-28 16:41:20,366 [Worker-Main5] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -233 70 -9
2021-08-28 16:41:25,768 [Worker-Main5] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! UNCOMMON chest at coords: -9 69 39
2021-08-28 16:41:31,560 [Worker-Main5] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -73 73 215
2021-08-28 16:41:40,776 [Worker-Main5] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! SCARCE chest at coords: -297 64 167
2021-08-28 16:41:44,875 [Worker-Main5] INFO Treasure2 | WellGenerator.java:150 | CHEATER! Wishing Well at coords: -313 66 -43
2021-08-28 16:41:48,175 [Worker-Main5] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! UNCOMMON chest at coords: -25 64 -121
2021-08-28 16:41:53,922 [Worker-Main5] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -361 191 119
2021-08-28 16:42:15,380 [Worker-Main9] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: 87 120 135
2021-08-28 16:44:24,569 [Worker-Main5] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! UNCOMMON chest at coords: -201 69 295
2021-08-28 16:51:01,874 [Worker-Main5] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -377 64 327
2021-08-28 16:59:44,460 [Worker-Main6] INFO Treasure2 | TreasureLootTableRegistry.java:121 | reading loot resource file from stream.
2021-08-28 16:59:44,477 [Worker-Main6] INFO Treasure2 | TreasureLootTableRegistry.java:142 | master loot resources lists -> DecayResources [supportingResources=[pools/armor/common.json, pools/armor/uncommon.json, pools/armor/scarce.json, pools/armor/rare.json, pools/armor/epic.json, pools/food/common.json, pools/food/uncommon.json, pools/food/scarce.json, pools/food/rare.json, pools/food/epic.json, pools/items/common.json, pools/items/uncommon.json, pools/items/scarce.json, pools/items/rare.json, pools/items/epic.json, pools/potions/common.json, pools/potions/uncommon.json, pools/potions/scarce.json, pools/potions/rare.json, pools/potions/epic.json, pools/tools/common.json, pools/tools/uncommon.json, pools/tools/scarce.json, pools/tools/rare.json, pools/treasure/common.json, pools/treasure/uncommon.json, pools/treasure/scarce.json, pools/treasure/rare.json, pools/treasure/epic.json], chestResources=[chests/common/general_chest.json, chests/uncommon/general_chest.json, chests/scarce/general_chest.json, chests/rare/general_chest.json, chests/epic/general_chest.json], specialResources=[chests/special/black_pearl_well.json, chests/special/cauldron_chest.json, chests/special/crystal_skull_chest.json, chests/special/gold_skull_chest.json, chests/special/skull_chest.json, chests/special/white_pearl_well.json, chests/special/wither_chest.json], specialLootTableFolderLocations=[chests/special], chestLootTableFolderLocations=[chests/common, chests/uncommon, chests/scarce, chests/rare, chests/epic], supportingLootTableFolderLocatoins=null]
2021-08-28 16:59:44,501 [Worker-Main6] INFO Treasure2 | ITreasureResourceRegistry.java:32 | reading resources file from stream.
2021-08-28 16:59:44,503 [Worker-Main6] INFO Treasure2 | ITreasureResourceRegistry.java:53 | resources -> MetaResources [resources=[structures/basic1.json, structures/basic2.json, structures/basic3.json, structures/basic4.json, structures/basic5.json, structures/beached-ship1.json, structures/beached-ship2.json, structures/beached-ship3.json, structures/blacksmith1.json, structures/castle1.json, structures/cave1.json, structures/cave2.json, structures/church1.json, structures/cobb1.json, structures/crypt1.json, structures/crypt2.json, structures/crypt3.json, structures/desert-tower2.json, structures/dingy1.json, structures/fortress1.json, structures/house1.json, structures/ionic1.json, structures/iron-chamber1.json, structures/iron-chamber2.json, structures/large-tower1.json, structures/mine1.json, structures/obsidian-chamber1.json, structures/pirate-chamber1.json, structures/sunken-ship1.json, structures/sunken-ship2.json, structures/sunken-ship3.json, structures/tower1.json, structures/tower2.json, structures/tower3.json, structures/tower4.json, structures/tower5.json, structures/test-platform.json, structures/underwater-ruins1.json, structures/underwater-ruins2.json, structures/underwater-ruins3.json, structures/wither-chamber1.json, structures/canopy-wishing-well1.json, structures/desert-wishing-well1.json, structures/desert-wishing-well2.json, structures/simple-well1.json, structures/wood-draw-wishing-well1.json], resourceFolderLocations=[chests, structures]]
2021-08-28 16:59:44,516 [Worker-Main6] INFO Treasure2 | ITreasureResourceRegistry.java:32 | reading resources file from stream.
2021-08-28 16:59:44,518 [Worker-Main6] INFO Treasure2 | ITreasureResourceRegistry.java:53 | resources -> TemplateResources [resources=[submerged/dingy1.nbt, submerged/sunken-ship1.nbt, submerged/sunken-ship2.nbt, submerged/sunken-ship3.nbt, submerged/underwater-ruins1.nbt, submerged/underwater-ruins2.nbt, submerged/underwater-ruins3.nbt, subterranean/basic1.nbt, subterranean/basic2.nbt, subterranean/basic3.nbt, subterranean/basic4.nbt, subterranean/basic5.nbt, subterranean/cave1.nbt, subterranean/cave2.nbt, subterranean/cobb1.nbt, subterranean/crypt1.nbt, subterranean/ionic1.nbt, subterranean/iron-chamber1.nbt, subterranean/iron-chamber2.nbt, subterranean/mine1.nbt, subterranean/obsidian-chamber1.nbt, subterranean/pirate-chamber1.nbt, subterranean/pirate-chamber2.nbt, subterranean/wither-chamber1.nbt, surface/beached-ship1.nbt, surface/beached-ship2.nbt, surface/beached-ship3.nbt, surface/blacksmith1.nbt, surface/castle1.nbt, surface/church1.nbt, surface/crypt2.nbt, surface/crypt3.nbt, surface/desert-tower2.nbt, surface/fortress1.nbt, surface/house1.nbt, surface/large-tower1.nbt, surface/tower1.nbt, surface/tower2.nbt, surface/tower3.nbt, surface/tower4.nbt, surface/tower5.nbt, surface/test-platform.nbt, wells/canopy-wishing-well1.nbt, wells/desert-wishing-well1.nbt, wells/desert-wishing-well2.nbt, wells/simple-well1.nbt, wells/wood-draw-wishing-well1.nbt], resourceFolderLocations=[submerged, subterranean, surface, wells]]
2021-08-28 16:59:44,534 [Worker-Main6] INFO Treasure2 | ITreasureResourceRegistry.java:32 | reading resources file from stream.
2021-08-28 16:59:44,534 [Worker-Main6] INFO Treasure2 | ITreasureResourceRegistry.java:53 | resources -> DecayResources [resources=[aged_ruleset.json, default_ruleset.json, ruinous_ruleset.json], resourceFolderLocations=[]]
2021-08-28 17:00:13,057 [Worker-Main7] INFO Treasure2 | Treasure.java:96 | in client setup event
2021-08-28 17:03:35,149 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:overworld
2021-08-28 17:03:36,149 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:the_nether
2021-08-28 17:03:36,171 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:the_end
2021-08-28 17:03:36,179 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension atum:atum
2021-08-28 17:03:36,188 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension wrd:the_deeper_depths
2021-08-28 17:03:36,196 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension mythicbotany:alfheim
2021-08-28 17:03:36,204 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension undergarden:undergarden
2021-08-28 18:44:31,509 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:overworld
2021-08-28 18:44:31,691 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:the_nether
2021-08-28 18:44:31,698 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension minecraft:the_end
2021-08-28 18:44:31,704 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension atum:atum
2021-08-28 18:44:31,710 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension wrd:the_deeper_depths
2021-08-28 18:44:31,716 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension mythicbotany:alfheim
2021-08-28 18:44:31,721 [Server thread] INFO Treasure2 | WorldEventHandler.java:66 | In world load event for dimension undergarden:undergarden
2021-08-28 18:44:46,557 [Worker-Main9] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! SCARCE chest at coords: -377 64 -105
2021-08-28 18:46:27,261 [Worker-Main9] INFO Treasure2 | WellGenerator.java:150 | CHEATER! Wishing Well at coords: 11173 64 -23019
2021-08-28 18:46:27,720 [Worker-Main9] INFO Treasure2 | WitherTreeFeature.java:325 | CHEATER! wither chest at coords: 11191 69 -22969
2021-08-28 18:46:38,829 [Worker-Main26] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: 11271 65 -23097
2021-08-28 18:46:47,117 [Worker-Main26] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! RARE chest at coords: 11335 64 -22921
2021-08-28 18:46:56,884 [Worker-Main9] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! SCARCE chest at coords: 11079 74 -23145
2021-08-28 18:47:02,936 [Worker-Main9] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! UNCOMMON chest at coords: 11047 71 -22841
2021-08-28 18:47:10,647 [Worker-Main9] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: 11223 63 -22809
2021-08-28 18:47:28,805 [Worker-Main26] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! SCARCE chest at coords: 11415 72 -23193
2021-08-28 18:47:51,514 [Worker-Main9] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! UNCOMMON chest at coords: 11447 64 -22809
2021-08-28 18:48:07,159 [Worker-Main9] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: 11495 74 -22985
2021-08-28 18:48:18,492 [Worker-Main9] INFO Treasure2 | WellGenerator.java:150 | CHEATER! Wishing Well at coords: 11509 67 -22747
2021-08-28 18:48:22,036 [Worker-Main9] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: 11111 63 -22697
2021-08-28 18:52:43,298 [Worker-Main26] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! UNCOMMON chest at coords: -473 68 87
2021-08-28 18:52:59,476 [Worker-Main26] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! UNCOMMON chest at coords: -537 188 183
2021-08-28 18:53:14,488 [Worker-Main26] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -633 72 -9
2021-08-28 18:53:27,459 [Worker-Main26] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -665 187 87
2021-08-28 18:53:46,273 [Worker-Main9] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! UNCOMMON chest at coords: -585 66 -153
2021-08-28 18:54:39,616 [Worker-Main26] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -713 192 247
2021-08-28 18:54:52,601 [Worker-Main9] WARN Treasure2 | IChestGenerator.java:107 | Unable to select a chest for rarity -> EPIC.
2021-08-28 18:54:52,664 [Worker-Main9] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -569 66 343
2021-08-28 18:57:00,873 [Worker-Main9] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! RARE chest at coords: -297 64 -233
2021-08-28 18:57:16,268 [Worker-Main26] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -249 66 -377
2021-08-28 18:57:26,345 [Worker-Main26] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -409 76 -361
2021-08-28 18:57:38,258 [Worker-Main9] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -121 64 -297
2021-08-28 18:57:45,482 [Worker-Main9] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! EPIC chest at coords: -105 67 -457
2021-08-28 18:58:00,372 [Worker-Main26] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -457 65 -521
2021-08-28 18:58:11,714 [Worker-Main9] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -233 89 -569
2021-08-28 18:58:19,719 [Worker-Main9] INFO Treasure2 | WellGenerator.java:150 | CHEATER! Wishing Well at coords: -121 67 -651
2021-08-28 18:58:19,821 [Worker-Main9] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! UNCOMMON chest at coords: -361 85 -649
2021-08-28 18:58:27,403 [Worker-Main9] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! SCARCE chest at coords: -73 77 -617
2021-08-28 18:58:49,811 [Worker-Main9] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -233 68 -729
2021-08-28 18:59:29,502 [Worker-Main9] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -505 63 -713
2021-08-28 18:59:41,296 [Worker-Main9] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! SCARCE chest at coords: -585 66 -393
2021-08-28 18:59:41,298 [Worker-Main9] INFO Treasure2 | WellGenerator.java:150 | CHEATER! Wishing Well at coords: -585 66 -395
2021-08-28 19:01:09,708 [Server thread] INFO Treasure2 | AbstractTreasureChestTileEntity.java:678 | opening inventory -> TextComponent{text='Tanehu98', siblings=[], style=Style{ color=null, bold=null, italic=null, underlined=null, strikethrough=null, obfuscated=null, clickEvent=null, hoverEvent=null, insertion=null, font=minecraft:default}}
2021-08-28 19:01:09,724 [Render thread] INFO Treasure2 | StandardChestContainer.java:74 | standard chest container created for CLIENT
2021-08-28 19:01:47,748 [Worker-Main26] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! COMMON chest at coords: -697 67 -505
2021-08-28 19:02:40,943 [Worker-Main26] INFO Treasure2 | SurfaceChestFeature.java:309 | CHEATER! RARE chest at coords: -729 108 -329
2021-08-28 19:05:22,444 [Worker-Main6] INFO Treasure2 | TreasureLootTableRegistry.java:121 | reading loot resource file from stream.
